date,L_real,L_asset,U,Y,spread,depth,turnover,Hq,S_M_hat,S_M,S_M_in,S_M_out,S_M_in_q_productive,S_M_in_q_housing,S_M_in_q_consumption,S_M_in_q_financial,S_M_in_q_government,T_L,p_C,V_C,capital_headroom,lcr_headroom,nsfr_headroom,hy_oas,usjp_10y_spread,usd_jpy_return,vix,E_p,E_T,q_pay,q_firm,q_asset,q_reserve,q_productive,q_financial,q_government,q_housing,q_consumption,M_in,M_out,loop_area,p_C_baseline,E_p_contrib,p_C_coupling_alpha,mu_q_productive,mu_q_housing,mu_q_consumption,mu_q_financial,mu_q_government,mu_mean,dmu_q_productive,dmu_q_housing,dmu_q_consumption,dmu_q_financial,dmu_q_government,V_C_legacy,V_C_headroom,V_C_formula_used,U_trend,U_star,U_used_for_energy,F_C,X_C,F_C_baseline,F_C_baseline_mode,F_C_baseline_offset,Delta_F_C,X_C_plus,X_C_minus,dS_dV_at_T,dp_dT_at_V,maxwell_gap,dU,dS,dV,dF_C,T_bar,p_bar,Q_like,W_like,dU_pred,firstlaw_resid,L_asset_toy,depth_toy,turnover_toy
2005-09-30,20032.193,8012.8772,20032.193,20032.193,4.21515625,829.0454894599006,1.0,1.5706392485452598,0.9758930347116269,1293847.0644133773,1293847.0644133773,1293847.0644133773,247131.30000000005,115327.94000000002,172991.91,164754.20000000004,123565.65000000002,0.8688995804553363,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,823771.0,823771.0,,,,0.2,-168026.88099238055,-795855.7538071048,-461845.3562357341,-502037.2785637512,-739021.4270694271,-533357.3393336795,365330.458341299,-262498.41447342525,71511.9830979454,31320.06076992833,-205664.08773574757,,,min_headroom,3337531194984.0176,-3337531174951.8247,U,12686939.180375969,,-13960754.051788347,min,13960754.051789347,-11456450135071.576,0.0,11456450135071.576,,,,476.2429999999986,21500.48067333619,,-21024.23767333664,0.8675708498890161,,18653.190290788643,,,,8012.8772,1000.0,1.0
2005-12-31,20516.417,8206.5668,20516.417,20516.417,4.488196721311475,849.0854183427858,1.0,1.5706392485452598,0.9758930347116269,1331430.8909918168,1331430.8909918168,1331430.8909918168,254310.00000000003,118678.00000000001,178017.00000000003,169540.00000000003,127155.00000000001,0.8746947298290177,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,847700.0,847700.0,,,,0.2,-172907.74622709586,-818973.8683472503,-475261.0962039594,-516620.5183703868,-760488.6111877614,-548850.3680672909,375942.62184019503,-270123.5002799594,73589.2718633315,32229.84969690407,-211638.24312047055,,,min_headroom,3059403597111.7173,-3059403576595.3003,U,12649839.57779753,,-13960754.051788347,min,13960754.051789347,-11456450172171.178,0.0,11456450172171.178,,,,484.224000000002,37583.826578439446,,-37099.60257843882,0.871797155142177,,32765.47309044045,,,,8206.5668,1000.0,1.0
2006-03-31,21066.165,8426.466,13815583000000.0,13815583000000.0,4.577096774193548,871.8371010836421,10.0,1.5706392485452598,0.9758930347116269,1309402.6755309694,1309402.6755309694,1309402.6755309694,250102.50000000003,116714.50000000001,175071.75000000003,166735.00000000003,125051.25000000001,0.9240550988136542,4.580998690700818,607958.1412,683832.7608,645895.4509999999,607958.1412,-0.1524361778960029,0.46449513355005867,0.30292140485821495,-0.9958500218559642,0.20499345350409015,-0.9958500218559642,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,833675.0,833675.0,,4.54,0.04099869070081803,0.2,-170047.0276464246,-805424.1355366213,-467398.0115345474,-508073.15164849855,-747906.503399737,-539769.7659531657,369722.7383067411,-265654.3695834556,72371.75441861834,31696.614304667164,-208136.73744657123,835582.0,607958.1412,min_headroom,3255998013778.3843,10559584986221.615,U,13815595651351.377,13815586867267.66,-13960754.051788347,min,13960754.051789347,2359132829340.621,2359132829340.621,0.0,,,,13815582979483.582,-22028.215460847365,,13815583001511.799,0.899374914321336,,-19811.624392751528,,,,8426.466,1000.0,1.0
2006-06-30,21654.821,8661.9284,21654.821,21654.821,5.072698412698412,896.1990170078501,1.0,1.5706392485452598,0.9758930347116269,1326304.324484565,1326304.324484565,1326304.324484565,253330.80000000005,118221.04000000001,177331.56000000003,168887.20000000004,126665.40000000002,0.8879265934718107,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,844436.0,844436.0,,,,0.2,-172241.978993776,-815820.4759840494,-473431.1419536235,-514631.3130242019,-757560.4115570938,-546737.064302549,374495.085308773,-269083.4116815004,73305.9223489255,32105.751278347103,-210823.34725454485,,,min_headroom,3255998014205.2935,-3255997992550.4727,U,12656104.548304781,,-13960754.051788347,min,13960754.051789347,-11456450165906.207,0.0,11456450165906.207,,,,-13815582978345.18,16901.648953595664,,-13815582995246.828,0.9059908461427324,,15312.739236675563,,,,8661.9284,1000.0,1.0
2006-09-30,22127.802000000003,8851.120800000002,22127.802000000003,22127.802000000003,4.893492063492064,915.773646937296,1.0,1.5706392485452598,0.9758930347116269,1334997.812725263,1334997.812725263,1334997.812725263,254991.30000000005,118995.94000000002,178493.91,169994.20000000004,127495.65000000002,0.887848577862582,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,849971.0,849971.0,,,,0.2,-173370.96846572007,-821167.910644073,-476534.3272402684,-518004.55186952464,-762525.9706734372,-550320.7457786046,376949.7773128846,-270847.1648654684,73786.41853833623,32316.19390908,-212205.2248948326,,,min_headroom,3255998014647.014,-3255997992519.2124,U,12647884.041064084,,-13960754.051788347,min,13960754.051789347,-11456450174126.715,0.0,11456450174126.715,,,,472.9810000000034,8693.488240697887,,-8220.507240697742,0.8878875856671964,,7718.840285059409,,,,8851.120800000002,1000.0,1.0
2006-12-31,22638.498,9055.3992,22638.498,22638.498,4.630645161290323,936.9091369600412,1.0,1.5706392485452598,0.9758930347116269,1366437.2985633935,1366437.2985633935,1366437.2985633935,260996.40000000005,121798.32,182697.48,173997.60000000003,130498.20000000003,0.8859284767837113,5.231235707726651,586042.16,675873.4400000001,630957.8,586042.16,-0.2382310556554776,0.3971619898308601,-0.4403953182756123,-1.1664476940890314,-0.0938214613667433,-1.1664476940890314,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,869988.0,869988.0,,5.25,-0.01876429227334866,0.2,-177453.89208991232,-840506.591690088,-487756.8132172823,-530203.6705627181,-780483.6214108979,-563280.9177941798,385827.02570426743,-277225.6738959083,75524.10457689746,33077.24723146169,-217202.70361671818,855536.0,586042.16,min_headroom,3255998015108.043,-3255997992469.545,U,12616955.251225954,3789039.571225954,-13960754.051788347,min,13960754.051789347,-11456450205055.504,0.0,11456450205055.504,,,,510.6959999999963,31439.485838130582,,-30928.789838129655,0.8868885273231466,,27883.319294776556,,,,9055.3992,1000.0,1.0
2007-03-31,23040.822,9216.3288,14474228000000.0,14474228000000.0,4.679032258064517,953.559580448753,10.0,1.5706392485452598,0.9758930347116269,1366146.7303024125,1366146.7303024125,1366146.7303024125,260940.90000000005,121772.42000000001,182658.63,173960.60000000003,130470.45000000003,0.9501897169822351,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,869803.0,869803.0,,,,0.2,-177416.15712111202,-840327.860811659,-487653.0933838533,-530090.9245489177,-780317.654213694,-563161.1380158472,385744.9808947352,-277166.72279581183,75508.04463199386,33070.213466929505,-217156.51619784685,,,min_headroom,3444084015108.043,11030143984891.957,U,14474240594607.322,,-13960754.051788347,min,13960754.051789347,3017777772596.5664,3017777772596.5664,0.0,,,,14474227977361.502,-290.5682609810028,,14474227977652.07,0.9180590968829732,,-266.7588352590755,,,,9216.328800000001,1000.0,1.0
2007-06-30,23667.908,9467.1632,23667.908,23667.908,4.84609375,979.5119472117656,1.0,1.5706392485452598,0.9758930347116269,1358767.867112747,1358767.867112747,1358767.867112747,259531.50000000003,121114.70000000001,181672.05000000002,173021.00000000003,129765.75000000001,0.8937909175295098,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,865105.0,865105.0,,,,0.2,-176457.89288638878,-835789.0626124195,-485019.1702625059,-527227.7852363023,-776102.9845247001,-560119.3791044634,383661.48621807457,-275669.6835079561,75100.2088419575,32891.593868161086,-215983.6054202367,,,min_headroom,3444084015594.121,-3444083991926.213,U,12625654.0926766,,-13960754.051788347,min,13960754.051789347,-11456450196356.664,0.0,11456450196356.664,,,,-14474227976332.092,-7378.863189665601,,-14474227968953.23,0.9219903172558724,,-6803.240413227466,,,,9467.1632,1000.0,1.0
2007-09-30,24209.639,9683.8556,24209.639,24209.639,4.738412698412698,1001.9318411320468,1.0,1.5706392485452598,0.9758930347116269,1397711.8672804267,1397711.8672804267,1397711.8672804267,266970.00000000006,124586.00000000001,186879.00000000003,177980.00000000003,133485.00000000003,0.8939156257107287,4.966686313790425,608138.3868000001,695512.5912,651825.489,608138.3868000001,0.1676934135758845,0.6039603772169432,-1.5713590839364509,0.7499100754936991,-0.2665684310478743,0.7499100754936991,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,889900.0,889900.0,,5.02,-0.05331368620957486,0.2,-181515.39856965037,-859743.8308861839,-498920.43118072837,-542338.7982751059,-798347.0745499455,-576173.1066923228,394657.7081226724,-283570.7241938611,77252.6755115944,33834.308417216875,-222173.96785762277,870261.0,608138.3868000001,min_headroom,3444084016093.815,-3444083991884.176,U,12587251.82350892,3803528.597108921,-13960754.051788347,min,13960754.051789347,-11456450234758.932,0.0,11456450234758.932,,,,541.7309999999998,38944.00016767974,,-38402.26916768029,0.8938532716201193,,34810.22195985501,,,,9683.8556,1000.0,1.0
2007-12-31,24691.718999999997,9876.6876,24691.718999999997,24691.718999999997,4.266612903225807,1021.883039164076,1.0,1.5706392485452598,0.9758930347116269,1398908.6943878182,1398908.6943878182,1398908.6943878182,267198.60000000003,124692.68000000001,187039.02000000002,178132.40000000002,133599.30000000002,0.8852631274799684,,,,,,,,,,,,0.35,0.3,0.2,0.15,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.14,0.21000000000000002,890662.0,890662.0,,,,0.2,-181670.8258465467,-860480.0088827399,-499347.644764906,-542803.1899643806,-799030.6799784286,-576666.4698874004,394995.6440408537,-283813.53899533954,77318.82512249437,33863.279923019814,-222364.21009102825,,,min_headroom,3444084016591.246,-3444083991899.527,U,12586537.076401528,,-13960754.051788347,min,13960754.051789347,-11456450235473.68,0.0,11456450235473.68,,,,482.0799999999981,1196.827107391553,,-714.747107392177,0.8895893765953485,,1064.6846803568658,,,,9876.6876,1000.0,1.0
