date,C_t,C_t_raw_delta,C_G,C_B,C_E,C_G_net,C_B_net,C_E_net,classified_positive_flow,unclassified_positive_flow,total_positive_flow,classified_net_flow,unclassified_net_flow,total_net_flow_observed,C_G_series_positive,C_B_series_positive,C_E_series_positive,classified_series_positive_flow,unclassified_series_positive_flow,total_series_positive_flow,borrower_composition_G_1q,borrower_composition_B_1q,borrower_composition_E_1q,borrower_composition_G_4q,borrower_composition_B_4q,borrower_composition_E_4q,q_t,operating_borrower_share_1q,operating_borrower_share_4q,operating_borrower_share,mapped_borrower_coverage_observed,destination_coverage_observed,common_taxonomy_delta_valid,stock_G,stock_B,stock_E,mapped_domestic_stock,stock_total,fixed_investment_new_G,fixed_investment_new_B,fixed_investment_new_E,fixed_investment_new_total,C_t_primary,primary_positive_flow,primary_included_net_flow,C_NFB,C_FIN,C_PROP,C_HH_NONHOUSING,C_NFB_net,C_FIN_net,C_PROP_net,C_HH_NONHOUSING_net,borrower_composition_NFB_1q,borrower_composition_FIN_1q,borrower_composition_PROP_1q,borrower_composition_HH_NONHOUSING_1q,borrower_composition_NFB_4q,borrower_composition_FIN_4q,borrower_composition_PROP_4q,borrower_composition_HH_NONHOUSING_4q,q_t_primary,primary_taxonomy_delta_valid,primary_included_stock,primary_stock_coverage_official,primary_flow_coverage_observed,stock_primary_nfb,stock_primary_fin,stock_primary_prop,stock_primary_hh_nonhousing,stock_household_total,stock_household_housing,stock_household_nonhousing,stock_household_consumer_purpose,household_nonhousing_raw_stock,household_split_identity_gap_stock,household_nonhousing_minus_consumer_purpose_stock,household_nonhousing_valid,stock_local_governments_explicit,stock_overseas_explicit,stock_other_organizations_unresolved,stock_unresolved_aggregate_gap,stock_unresolved_residual,stock_primary_nfb_mapped_detail,primary_nfb_residual_identity_gap_stock,primary_nfb_mapped_detail_coverage,local_governments_net_flow,overseas_net_flow,unresolved_residual_net_flow,local_governments_positive_flow,overseas_positive_flow,unresolved_residual_positive_flow,explicit_scope_positive_flow,explicit_scope_stock,explicit_scope_gap_to_official_stock,construction_share_of_primary_nfb_stock,legacy_C_t,legacy_C_t_raw_delta_official,legacy_q_t,legacy_mapped_domestic_stock,legacy_destination_coverage_observed,C_WERNER_FCP,C_WERNER_COMPLEMENT,C_WERNER_FCP_net,C_WERNER_COMPLEMENT_net,werner_composition_FCP_1q,werner_composition_COMPLEMENT_1q,werner_composition_FCP_4q,werner_composition_COMPLEMENT_4q,werner_positive_flow,werner_population_gap_stock,C_MV_TRADABLE,C_MV_NONTRADABLE,C_MV_OTHER_NFB,C_MV_FIN,C_MV_HH,C_MV_UNRESOLVED,C_MV_TRADABLE_net,C_MV_NONTRADABLE_net,C_MV_OTHER_NFB_net,C_MV_FIN_net,C_MV_HH_net,C_MV_UNRESOLVED_net,muller_verner_composition_TRADABLE_1q,muller_verner_composition_NONTRADABLE_1q,muller_verner_composition_OTHER_NFB_1q,muller_verner_composition_FIN_1q,muller_verner_composition_HH_1q,muller_verner_composition_UNRESOLVED_1q,muller_verner_composition_TRADABLE_4q,muller_verner_composition_NONTRADABLE_4q,muller_verner_composition_OTHER_NFB_4q,muller_verner_composition_FIN_4q,muller_verner_composition_HH_4q,muller_verner_composition_UNRESOLVED_4q,muller_verner_positive_flow,muller_verner_population_gap_stock,stock_manufacturing,delta_net_manufacturing,delta_positive_manufacturing,fixed_investment_new_manufacturing,stock_agriculture_forestry,delta_net_agriculture_forestry,delta_positive_agriculture_forestry,fixed_investment_new_agriculture_forestry,stock_fishery,delta_net_fishery,delta_positive_fishery,fixed_investment_new_fishery,stock_mining_quarrying,delta_net_mining_quarrying,delta_positive_mining_quarrying,fixed_investment_new_mining_quarrying,stock_electricity_gas_water,delta_net_electricity_gas_water,delta_positive_electricity_gas_water,fixed_investment_new_electricity_gas_water,stock_information_communications,delta_net_information_communications,delta_positive_information_communications,fixed_investment_new_information_communications,stock_transport_postal,delta_net_transport_postal,delta_positive_transport_postal,fixed_investment_new_transport_postal,stock_wholesale_trade,delta_net_wholesale_trade,delta_positive_wholesale_trade,fixed_investment_new_wholesale_trade,stock_retail_trade,delta_net_retail_trade,delta_positive_retail_trade,fixed_investment_new_retail_trade,stock_goods_rental_leasing,delta_net_goods_rental_leasing,delta_positive_goods_rental_leasing,fixed_investment_new_goods_rental_leasing,stock_professional_technical_services,delta_net_professional_technical_services,delta_positive_professional_technical_services,fixed_investment_new_professional_technical_services,stock_hotels,delta_net_hotels,delta_positive_hotels,fixed_investment_new_hotels,stock_eating_drinking_services,delta_net_eating_drinking_services,delta_positive_eating_drinking_services,fixed_investment_new_eating_drinking_services,stock_living_personal_amusement_services,delta_net_living_personal_amusement_services,delta_positive_living_personal_amusement_services,fixed_investment_new_living_personal_amusement_services,stock_education_learning_support,delta_net_education_learning_support,delta_positive_education_learning_support,fixed_investment_new_education_learning_support,stock_medical_health_welfare,delta_net_medical_health_welfare,delta_positive_medical_health_welfare,fixed_investment_new_medical_health_welfare,stock_other_services,delta_net_other_services,delta_positive_other_services,fixed_investment_new_other_services,stock_other_organizations,delta_net_other_organizations,delta_positive_other_organizations,fixed_investment_new_other_organizations,stock_local_governments,delta_net_local_governments,delta_positive_local_governments,fixed_investment_new_local_governments,stock_construction,delta_net_construction,delta_positive_construction,fixed_investment_new_construction,stock_finance_insurance,delta_net_finance_insurance,delta_positive_finance_insurance,fixed_investment_new_finance_insurance,stock_real_estate,delta_net_real_estate,delta_positive_real_estate,fixed_investment_new_real_estate,stock_households_housing_consumer_tax,delta_net_households_housing_consumer_tax,delta_positive_households_housing_consumer_tax,fixed_investment_new_households_housing_consumer_tax,stock_overseas_yen_and_transferred_loans,delta_net_overseas_yen_and_transferred_loans,delta_positive_overseas_yen_and_transferred_loans,fixed_investment_new_overseas_yen_and_transferred_loans
1977-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,79622,232551,,1277799,,,,,,,,,,,,,,,,,,,,,,,,,False,1264089,0.9892706129837322,,1031538,21822,180713,30016,125658,95642,30016,,30016,0,,True,13710,12431,,,,,,,,,,,,,,1277799,0,0.07718765571408906,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,452928,,,,,,,,,,,,,,,,27332,,,,,,,,,,,,239976,,,,73857,,,,8418,,,,,,,,9055,,,,,,,,,,,,,,,,,,,,,,,,,,,,13710,,,,79622,,,,21822,,,,85071,,,,125658,,,,12431,,,
1977-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,77173,239889,,1293438,,702.0,,30707.0,,,,,,,,,,,,,,,,,,,,,False,1285267,0.9936827277380129,,1045378,24144,184984,30761,131339,100578,30761,,30761,0,,True,8171,11525,,,,,,,,,,,,,,1293438,0,0.07382305730558707,,15639.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,459141,6213.0,6213.0,6544.0,,,,,,,,,,,,,28762,1430.0,1430.0,1929.0,,,,,,,,,244548,4572.0,4572.0,,76199,2342.0,2342.0,,8627,209.0,209.0,,,,,,9213,158.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,8171,-5539.0,0.0,1103.0,77173,-2449.0,0.0,702.0,24144,2322.0,2322.0,,84406,-665.0,0.0,1883.0,131339,5681.0,5681.0,9520.0,11525,-906.0,0.0,
1977-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,80213,251533,,1325513,,830.0,,34526.0,,,,,,,,,,,,,,,,,,,,,False,1316673,0.9933308839671886,,1065140,25656,192704,33173,138944,105771,33173,,33173,0,,True,8840,9490,,,,,,,,,,,,,,1325513,0,0.07530747131832435,,32075.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,464366,5225.0,5225.0,7945.0,,,,,,,,,,,,,29860,1098.0,1098.0,1908.0,,,,,,,,,250641,6093.0,6093.0,,78716,2517.0,2517.0,,9050,423.0,423.0,,,,,,9414,201.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,8840,669.0,669.0,140.0,80213,3040.0,3040.0,830.0,25656,1512.0,1512.0,,86933,2527.0,2527.0,2434.0,138944,7605.0,7605.0,10247.0,9490,-2035.0,0.0,
1977-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,83021,262998,,1371202,,833.0,,36011.0,,,,,,,,,,,,,,,,,,,,,False,1360388,0.9921134887492872,,1097390,28647,201335,33016,145181,112165,33016,,33016,0,,True,10814,9770,,,,,,,,,,,,,,1371202,0,0.07565314063368538,,45689.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,476076,11710.0,11710.0,7010.0,,,,,,,,,,,,,31861,2001.0,2001.0,2373.0,,,,,,,,,255295,4654.0,4654.0,,81208,2492.0,2492.0,,9441,391.0,391.0,,,,,,9633,219.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,10814,1974.0,1974.0,204.0,83021,2808.0,2808.0,833.0,28647,2991.0,2991.0,,89170,2237.0,2237.0,2356.0,145181,6237.0,6237.0,11685.0,9770,280.0,280.0,
1978-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,86984,275258,,1395889,,792.0,,34647.0,,,,,,,,,,,,,,,,,,,,,False,1379469,0.9882368870304158,,1104211,31139,209589,34530,151447,116917,34530,,34530,0,,True,16420,10435,,,,,,,,,,,,,,1395889,0,0.07877479938163992,,24687.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,472933,-3143.0,0.0,7191.0,,,,,,,,,,,,,32548,687.0,687.0,2129.0,,,,,,,,,257025,1730.0,1730.0,,83271,2063.0,2063.0,,10086,645.0,645.0,,,,,,9819,186.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,16420,5606.0,5606.0,438.0,86984,3963.0,3963.0,792.0,31139,2492.0,2492.0,,92672,3502.0,3502.0,2866.0,151447,6266.0,6266.0,9925.0,10435,665.0,665.0,
1978-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,83199,286153,,1409244,,803.0,,34991.0,,,,,,,,,,,,,,,,,,,,,False,1398859,0.9926308006278544,,1112706,34352,216614,35187,158283,123096,35187,,35187,0,,True,10385,12098,,,,,,,,,,,,,,1409244,0,0.07477177259761339,,13355.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,473236,303.0,303.0,5101.0,,,,,,,,,,,,,34399,1851.0,1851.0,1727.0,,,,,,,,,258130,1105.0,1105.0,,85343,2072.0,2072.0,,10804,718.0,718.0,,,,,,10098,279.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,10385,-6035.0,0.0,1559.0,83199,-3785.0,0.0,803.0,34352,3213.0,3213.0,,93518,846.0,846.0,2683.0,158283,6836.0,6836.0,11796.0,12098,1663.0,1663.0,
1978-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,87667,300981,,1448582,,1012.0,,38581.0,,,,,,,,,,,,,,,,,,,,,False,1437069,0.9920522276267412,,1136088,36645,227390,36946,166089,129143,36946,,36946,0,,True,11513,13156,,,,,,,,,,,,,,1448582,0,0.07716567730668751,,39338.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,474980,1744.0,1744.0,6681.0,,,,,,,,,,,,,34561,162.0,162.0,1852.0,,,,,,,,,264162,6032.0,6032.0,,88615,3272.0,3272.0,,11879,1075.0,1075.0,,,,,,10648,550.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,11513,1128.0,1128.0,167.0,87667,4468.0,4468.0,1012.0,36645,2293.0,2293.0,,98247,4729.0,4729.0,2659.0,166089,7806.0,7806.0,12821.0,13156,1058.0,1058.0,
1978-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,90880,316984,,1511975,,1046.0,,39295.0,,,,,,,,,,,,,,,,,,,,,False,1496447,0.9897299889217746,,1179463,40645,237168,39171,174886,135715,39171,,39171,0,,True,15528,17049,,,,,,,,,,,,,,1511975,0,0.07705201434890285,,63393.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,488670,13690.0,13690.0,5428.0,,,,,,,,,,,,,36248,1687.0,1687.0,2310.0,,,,,,,,,270095,5933.0,5933.0,,92093,3478.0,3478.0,,12554,675.0,675.0,,,,,,11037,389.0,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,15528,4015.0,4015.0,265.0,90880,3213.0,3213.0,1046.0,40645,4000.0,4000.0,,101453,3206.0,3206.0,3085.0,174886,8797.0,8797.0,13041.0,17049,3893.0,3893.0,
1979-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,93822,330723,,1527340,,1129.0,,42261.0,,,,,,,,,,,,,,,,,,,,,False,1508078,0.9873885316956277,,1177355,42706,246973,41044,182247,141203,41044,,41044,0,,True,19262,19082,,,,,,,,,,,,,,1527340,0,0.07968879394914873,,15365.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,476539,-12131.0,0.0,7685.0,,,,,,,,,,,,,37849,1601.0,1601.0,2807.0,,,,,,,,,269967,-128.0,0.0,,94409,2316.0,2316.0,,13671,1117.0,1117.0,,,,,,11295,258.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,19262,3734.0,3734.0,578.0,93822,2942.0,2942.0,1129.0,42706,2061.0,2061.0,,105770,4317.0,4317.0,3575.0,182247,7361.0,7361.0,12390.0,19082,2033.0,2033.0,
1979-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,88934,342305,,1544915,,1169.0,,44679.0,,,,,,,,,,,,,,,,,,,,,False,1533279,0.992468194043038,,1190974,46908,254032,41365,189539,148174,41365,,41365,0,,True,11636,20105,,,,,,,,,,,,,,1544915,0,0.07467333459840433,,17575.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,479463,2924.0,2924.0,6572.0,,,,,,,,,,,,,40060,2211.0,2211.0,2889.0,,,,,,,,,273347,3380.0,3380.0,,96974,2565.0,2565.0,,14511,840.0,840.0,,,,,,11681,386.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,11636,-7626.0,0.0,1256.0,88934,-4888.0,0.0,1169.0,46908,4202.0,4202.0,,105858,88.0,88.0,3236.0,189539,7292.0,7292.0,14532.0,20105,1023.0,1023.0,
